price,title,url,typology,location,area_m2
1900,"Apartamento T2 na Rua General Taborda, Centro, Campolide",https://www.idealista.pt/imovel/31507626/,T2,"Rua General Taborda, Centro, Campolide",98
2500,"Apartamento T3 na Rua General Taborda, Centro, Campolide",https://www.idealista.pt/imovel/31509236/,T3,"Rua General Taborda, Centro, Campolide",101
2100,"Apartamento T1 em Praça de Espanha - Sete Rios, Campolide",https://www.idealista.pt/imovel/34832144/,T1,,66
880,"Apartamento T0 na Rua de Campolide, 133, Centro, Campolide",https://www.idealista.pt/imovel/34713950/,T0,"Rua de Campolide, 133, Centro, Campolide",28
1300,"Apartamento T1 na Rua de Campolide, 4 Torre 4, Praça de Espanha - Sete Rios, Campolide",https://www.idealista.pt/imovel/34853408/,T1,"Rua de Campolide, 4 Torre 4, Praça de Espanha - Sete Rios, Campolide",50
1450,"Apartamento T1 na Rua de Campolide, 368, Praça de Espanha - Sete Rios, Campolide",https://www.idealista.pt/imovel/34160379/,T1,"Rua de Campolide, 368, Praça de Espanha - Sete Rios, Campolide",50
2200,"Apartamento T2 na Rua de Campolide, s/n, Praça de Espanha - Sete Rios, Campolide",https://www.idealista.pt/imovel/34668089/,T2,"Rua de Campolide, s/n, Praça de Espanha - Sete Rios, Campolide",150
2000,"Apartamento T3 em Bairro Calçada dos Mestres, Campolide",https://www.idealista.pt/imovel/34669904/,T3,,173
1550,"Apartamento T2 em Centro, Campolide",https://www.idealista.pt/imovel/34517620/,T2,,89
2200,"Apartamento T2 na Rua de Campolide, 368, Praça de Espanha - Sete Rios, Campolide",https://www.idealista.pt/imovel/34050328/,T2,"Rua de Campolide, 368, Praça de Espanha - Sete Rios, Campolide",129
1400,"Apartamento T1 na Rua Francisco de Assis Rodrigues, Centro, Campolide",https://www.idealista.pt/imovel/34772125/,T1,"Rua Francisco de Assis Rodrigues, Centro, Campolide",62
1200,"Apartamento T1 na Rua Conde das Antas, Centro, Campolide",https://www.idealista.pt/imovel/34697093/,T1,"Rua Conde das Antas, Centro, Campolide",10
1559,"Apartamento T2 na Rua Conde das Antas, Centro, Campolide",https://www.idealista.pt/imovel/34770025/,T2,"Rua Conde das Antas, Centro, Campolide",70
1000,"Apartamento T1 na Rua Arco do Carvalhão, 75, Centro, Campolide",https://www.idealista.pt/imovel/34814996/,T1,"Rua Arco do Carvalhão, 75, Centro, Campolide",31
1540,"Apartamento T1 na Rua Delfim de Brito Guimarães, Praça de Espanha - Sete Rios, Campolide",https://www.idealista.pt/imovel/34769988/,T1,"Rua Delfim de Brito Guimarães, Praça de Espanha - Sete Rios, Campolide",60
